agent,label,seed,shortfall_bps,effective_bps,fill_frac,duration,children,vwap,arrival,scenario
twap,TWAP,1043,4.527747225278124,4.527747225278124,1.0,57.5,20,99.964718,100.01,calm
vwap,VWAP,1043,2.032696730327121,2.032696730327121,1.0,57.5,20,99.989671,100.01,calm
ac,Almgren-Chriss,1044,2.040502025101118,2.040502025101118,1.0,57.5,20,99.974596,99.995,calm
heuristic,Heuristic,1044,1.5027029682817885,1.6324816240816205,0.9133,60.0,120,99.97997372166869,99.995,calm
pov,POV,1044,2.600530026500679,2.600530026500679,1.0,57.0,110,99.968996,99.995,calm
random,Random,1044,4.397769105008922,4.411420571030833,0.9956,60.0,93,99.95102450783446,99.995,calm
twap,TWAP,1044,4.852642632131368,4.852642632131368,1.0,57.5,20,99.946476,99.995,calm
vwap,VWAP,1044,3.643082154108442,3.643082154108442,1.0,57.5,20,99.958571,99.995,calm
ac,Almgren-Chriss,1045,3.5743212839364293,3.5743212839364293,1.0,57.5,20,99.969255,100.005,calm
heuristic,Heuristic,1045,4.6289683747457895,5.071746412679483,0.9048,60.0,120,99.95870800176836,100.005,calm
pov,POV,1045,3.943902804860374,3.943902804860374,1.0,53.0,103,99.965559,100.005,calm
random,Random,1045,4.506674666267001,4.506674666267001,1.0,52.5,86,99.959931,100.005,calm
twap,TWAP,1045,3.339533023349281,3.339533023349281,1.0,57.5,20,99.971603,100.005,calm
vwap,VWAP,1045,3.9156042197896825,3.9156042197896825,1.0,57.5,20,99.965842,100.005,calm
ac,Almgren-Chriss,1046,3.3873693684676347,3.3873693684676347,1.0,57.5,20,99.96112800000002,99.995,calm
heuristic,Heuristic,1046,4.300148942704421,4.67203360168016,0.9082,60.0,120,99.95200066064744,99.995,calm
pov,POV,1046,3.42267113355726,3.42267113355726,1.0,57.0,109,99.960775,99.995,calm
random,Random,1046,3.24946247312315,3.24946247312315,1.0,52.5,82,99.962507,99.995,calm
twap,TWAP,1046,3.915195759788863,3.915195759788863,1.0,57.5,20,99.95585,99.995,calm
vwap,VWAP,1046,4.557227861393768,4.557227861393768,1.0,57.5,20,99.94943,99.995,calm
ac,Almgren-Chriss,1047,1.6011800590028105,1.6011800590028105,1.0,57.5,20,99.978989,99.995,calm
heuristic,Heuristic,1047,2.419629086541843,2.7420371018559893,0.8945,60.0,120,99.97080491894911,99.995,calm
pov,POV,1047,2.935846792339614,2.935846792339614,1.0,60.0,117,99.965643,99.995,calm
random,Random,1047,4.602757800055815,4.663433171659453,0.9851,60.0,94,99.94897472337834,99.995,calm
twap,TWAP,1047,3.987699384968521,3.987699384968521,1.0,57.5,20,99.955125,99.995,calm
vwap,VWAP,1047,3.7935896794844486,3.7935896794844486,1.0,57.5,20,99.957066,99.995,calm
ac,Almgren-Chriss,1048,3.6014199290035123,3.6014199290035123,1.0,57.5,20,99.968984,100.005,calm
heuristic,Heuristic,1048,5.630324478088742,6.0099995000249145,0.9142,60.0,120,99.94869394005688,100.005,calm
pov,POV,1048,4.252487375630314,4.252487375630314,1.0,60.0,117,99.96247300000002,100.005,calm
random,Random,1048,3.796310184491154,3.796310184491154,1.0,57.0,93,99.967035,100.005,calm
twap,TWAP,1048,4.449877506124714,4.449877506124714,1.0,57.5,20,99.960499,100.005,calm
vwap,VWAP,1048,1.7410129493518105,1.7410129493518105,1.0,57.5,20,99.987589,100.005,calm
ac,Almgren-Chriss,1049,3.84000799960057,3.84000799960057,1.0,57.5,20,99.966598,100.005,calm
heuristic,Heuristic,1049,4.756832698697345,5.189840507974404,0.9087,60.0,120,99.95742929459668,100.005,calm
pov,POV,1049,1.6772161391924176,1.6772161391924176,1.0,57.5,110,99.988227,100.005,calm
random,Random,1049,0.8325246811415434,1.3315334233283591,0.8257,60.0,89,99.99667433692623,100.005,calm
twap,TWAP,1049,2.646967651617556,2.646967651617556,1.0,57.5,20,99.978529,100.005,calm
vwap,VWAP,1049,4.170291485425904,4.170291485425904,1.0,57.5,20,99.963295,100.005,calm
ac,Almgren-Chriss,1050,2.2265886705657265,2.2265886705657265,1.0,57.5,20,99.982733,100.005,calm
heuristic,Heuristic,1050,3.916037748926112,4.258987050647887,0.9043,60.0,120,99.96583766449189,100.005,calm
pov,POV,1050,3.4122293885298256,3.4122293885298256,1.0,60.0,116,99.970876,100.005,calm
random,Random,1050,6.108194590270763,6.108194590270763,1.0,60.0,87,99.943915,100.005,calm
twap,TWAP,1050,3.478326083695073,3.478326083695073,1.0,57.5,20,99.970215,100.005,calm
vwap,VWAP,1050,4.901254937253079,4.901254937253079,1.0,57.5,20,99.955985,100.005,calm
ac,Almgren-Chriss,1051,3.5725213739319264,3.5725213739319264,1.0,57.5,20,99.969273,100.005,calm
heuristic,Heuristic,1051,3.688836560505877,4.020098995050382,0.8999,60.0,120,99.96810978997668,100.005,calm
pov,POV,1051,3.9002049897509576,3.9002049897509576,1.0,55.5,109,99.965996,100.005,calm
random,Random,1051,6.363918803206509,6.680265986698532,0.9384,60.0,87,99.94135763000854,100.005,calm
twap,TWAP,1051,3.1998400080003275,3.1998400080003275,1.0,57.5,20,99.973,100.005,calm
vwap,VWAP,1051,2.816059197039446,2.816059197039446,1.0,57.5,20,99.976838,100.005,calm
ac,Almgren-Chriss,1052,2.873743687185166,2.873743687185166,1.0,57.5,20,99.966264,99.995,calm
heuristic,Heuristic,1052,3.93020091921654,4.253712685634995,0.9072,60.0,120,99.9556999559083,99.995,calm
pov,POV,1052,3.299764988249695,3.299764988249695,1.0,56.0,108,99.962004,99.995,calm
random,Random,1052,5.295164758238692,5.295164758238692,1.0,56.5,91,99.942051,99.995,calm
twap,TWAP,1052,2.4699234961755683,2.4699234961755683,1.0,57.5,20,99.970302,99.995,calm
vwap,VWAP,1052,4.393419670983983,4.393419670983983,1.0,57.5,20,99.951068,99.995,calm
ac,Almgren-Chriss,1053,4.767261636918081,4.767261636918081,1.0,57.5,20,99.957325,100.005,calm
heuristic,Heuristic,1053,2.800739083925276,3.016649167541044,0.91,60.0,120,99.9769912087912,100.005,calm
pov,POV,1053,5.384830758461588,5.384830758461588,1.0,57.5,108,99.951149,100.005,calm
random,Random,1053,4.62180418244498,4.687165641718621,0.9866,60.0,102,99.95877964727346,100.005,calm
twap,TWAP,1053,2.4891755412222145,2.4891755412222145,1.0,57.5,20,99.980107,100.005,calm
vwap,VWAP,1053,3.833208339582549,3.833208339582549,1.0,57.5,20,99.966666,100.005,calm
ac,Almgren-Chriss,1054,2.8478576071196,2.8478576071196,1.0,57.5,20,99.97652,100.005,calm
heuristic,Heuristic,1054,3.3022241917271318,3.65991700414894,0.9124,60.0,120,99.97197610697064,100.005,calm
pov,POV,1054,4.252287385631227,4.252287385631227,1.0,60.0,116,99.962475,100.005,calm
random,Random,1054,2.883334843475169,3.542222888855828,0.8123,60.0,89,99.97616520989784,100.005,calm
twap,TWAP,1054,4.839558022098636,4.839558022098636,1.0,57.5,20,99.956602,100.005,calm
vwap,VWAP,1054,2.3188840557967154,2.3188840557967154,1.0,57.5,20,99.98181,100.005,calm
ac,Almgren-Chriss,1055,2.8426421321072604,2.8426421321072604,1.0,57.5,20,99.966575,99.995,calm
heuristic,Heuristic,1055,2.5039059136318835,2.8607430371518343,0.8993,60.0,120,99.96996219281664,99.995,calm
pov,POV,1055,4.06320316015811,4.06320316015811,1.0,60.0,119,99.95437,99.995,calm
random,Random,1055,7.386769338466335,7.386769338466335,1.0,52.0,85,99.921136,99.995,calm
twap,TWAP,1055,3.069053452672846,3.069053452672846,1.0,57.5,20,99.964311,99.995,calm
vwap,VWAP,1055,4.064303215160356,4.064303215160356,1.0,57.5,20,99.954359,99.995,calm
ac,Almgren-Chriss,1056,5.295005749137501,5.295005749137501,1.0,57.5,20,99.962042,100.015,calm
heuristic,Heuristic,1056,4.121210339883526,4.3669449582558455,0.9144,60.0,120,99.97378171478566,100.015,calm
pov,POV,1056,4.15517672349193,4.15517672349193,1.0,60.0,119,99.973442,100.015,calm
random,Random,1056,5.195620656902187,5.195620656902187,1.0,47.5,78,99.963036,100.015,calm
twap,TWAP,1056,5.903014547817167,5.903014547817167,1.0,57.5,20,99.955961,100.015,calm
vwap,VWAP,1056,5.64085387191934,5.64085387191934,1.0,57.5,20,99.958583,100.015,calm
ac,Almgren-Chriss,1057,4.460423021150589,4.460423021150589,1.0,57.5,20,99.950398,99.995,calm
heuristic,Heuristic,1057,3.102643022948567,3.505475273764404,0.9084,60.0,120,99.96397512109203,99.995,calm
pov,POV,1057,2.3535176758837597,2.3535176758837597,1.0,58.5,113,99.971466,99.995,calm
random,Random,1057,5.412870643531834,5.412870643531834,1.0,51.5,88,99.940874,99.995,calm
twap,TWAP,1057,5.286064303214814,5.286064303214814,1.0,57.5,20,99.942142,99.995,calm
vwap,VWAP,1057,6.825041252061815,6.825041252061815,1.0,57.5,20,99.926753,99.995,calm
ac,Almgren-Chriss,1058,2.417920896044063,2.417920896044063,1.0,57.5,20,99.970822,99.995,calm
heuristic,Heuristic,1058,2.9717604117798926,3.288064403219515,0.8965,60.0,120,99.9652838817624,99.995,calm
pov,POV,1058,4.62613130656442,4.62613130656442,1.0,58.0,112,99.948741,99.995,calm
random,Random,1058,3.1071553577678594,3.1071553577678594,1.0,43.5,71,99.96393,99.995,calm
twap,TWAP,1058,2.762738136906865,2.762738136906865,1.0,57.5,20,99.967374,99.995,calm
vwap,VWAP,1058,3.64008200410033,3.64008200410033,1.0,57.5,20,99.958601,99.995,calm
ac,Almgren-Chriss,1059,5.014449277535843,5.014449277535843,1.0,57.5,20,99.954853,100.005,calm
heuristic,Heuristic,1059,3.182009708905997,3.426528673566304,0.8945,60.0,120,99.97317831190608,100.005,calm
pov,POV,1059,4.600569971501588,4.600569971501588,1.0,52.5,102,99.958992,100.005,calm
random,Random,1059,5.966101694914594,5.966101694914594,1.0,50.5,85,99.945336,100.005,calm
twap,TWAP,1059,3.5811209439526306,3.5811209439526306,1.0,57.5,20,99.969187,100.005,calm
vwap,VWAP,1059,4.364881755913098,4.364881755913098,1.0,57.5,20,99.961349,100.005,calm
ac,Almgren-Chriss,1060,2.8959447972400976,2.8959447972400976,1.0,57.5,20,99.966042,99.995,calm
heuristic,Heuristic,1060,3.232905985442017,3.547377368869328,0.9055,60.0,120,99.96267255659858,99.995,calm
pov,POV,1060,4.751737586879649,4.751737586879649,1.0,53.0,104,99.947485,99.995,calm
random,Random,1060,3.0137506875346007,3.0137506875346007,1.0,52.5,81,99.964864,99.995,calm
twap,TWAP,1060,3.638081904094922,3.638081904094922,1.0,57.5,20,99.958621,99.995,calm
vwap,VWAP,1060,4.39161958097948,4.39161958097948,1.0,57.5,20,99.951086,99.995,calm
ac,Almgren-Chriss,1061,3.859907004649642,3.859907004649642,1.0,57.5,20,99.966399,100.005,calm
heuristic,Heuristic,1061,3.652285761397133,4.0984950752467,0.8933,60.0,120,99.96847531624314,100.005,calm
pov,POV,1061,2.0242987850609886,2.0242987850609886,1.0,54.5,108,99.984756,100.005,calm
random,Random,1061,7.753712314384388,7.753712314384388,1.0,54.0,83,99.927459,100.005,calm
twap,TWAP,1061,3.4438278086090746,3.4438278086090746,1.0,57.5,20,99.97056,100.005,calm
vwap,VWAP,1061,3.5855207239634352,3.5855207239634352,1.0,57.5,20,99.969143,100.005,calm
ac,Almgren-Chriss,1062,4.331316565827716,4.331316565827716,1.0,57.5,20,99.951689,99.995,calm
heuristic,Heuristic,1062,4.018044403256786,4.3851192559619045,0.9163,60.0,120,99.95482156498964,99.995,calm
pov,POV,1062,6.290014500724393,6.290014500724393,1.0,54.0,105,99.932103,99.995,calm
random,Random,1062,4.2875159630992,4.386519325966417,0.9765,60.0,97,99.952126984127,99.995,calm
twap,TWAP,1062,4.246912345616972,4.246912345616972,1.0,57.5,20,99.952533,99.995,calm
vwap,VWAP,1062,2.8347417370869907,2.8347417370869907,1.0,57.5,20,99.966654,99.995,calm
ac,Almgren-Chriss,1063,3.911704414778412,3.911704414778412,1.0,57.5,20,99.965881,100.005,calm
heuristic,Heuristic,1063,3.943130284935336,4.393080345982427,0.9052,60.0,120,99.9655667255855,100.005,calm
pov,POV,1063,5.153742312884806,5.153742312884806,1.0,56.5,109,99.95346,100.005,calm
random,Random,1063,6.311484425778204,6.311484425778204,1.0,50.5,74,99.941882,100.005,calm
twap,TWAP,1063,5.240237988100478,5.240237988100478,1.0,57.5,20,99.952595,100.005,calm
vwap,VWAP,1063,4.979351032448951,4.979351032448951,1.0,57.5,20,99.955204,100.005,calm
ac,Almgren-Chriss,1064,3.17189297324288,3.17189297324288,1.0,57.5,20,99.943289,99.975,calm
heuristic,Heuristic,1064,3.4847633670420035,3.818954738683973,0.9126,60.0,120,99.940161078238,99.975,calm
pov,POV,1064,4.902725681420296,4.902725681420296,1.0,59.0,114,99.925985,99.975,calm
random,Random,1064,4.044111027757716,4.044111027757716,1.0,50.5,87,99.934569,99.975,calm
twap,TWAP,1064,3.5111777944485274,3.5111777944485274,1.0,57.5,20,99.939897,99.975,calm
vwap,VWAP,1064,5.609802450611817,5.609802450611817,1.0,57.5,20,99.918916,99.975,calm
ac,Almgren-Chriss,1065,3.998600069995892,3.998600069995892,1.0,57.5,20,99.965012,100.005,calm
heuristic,Heuristic,1065,2.642581550905444,3.00684965751855,0.8962,60.0,120,99.97857286320016,100.005,calm
pov,POV,1065,4.377381130943255,4.377381130943255,1.0,58.0,113,99.961224,100.005,calm
random,Random,1065,5.26943652817433,5.26943652817433,1.0,49.5,88,99.952303,100.005,calm
twap,TWAP,1065,2.7087645617715417,2.7087645617715417,1.0,57.5,20,99.977911,100.005,calm
vwap,VWAP,1065,2.8055597220146966,2.8055597220146966,1.0,57.5,20,99.976943,100.005,calm
ac,Almgren-Chriss,1066,5.8534926746332925,5.8534926746332925,1.0,57.5,20,99.936468,99.995,calm
heuristic,Heuristic,1066,3.73054956378216,4.054102705136051,0.909,60.0,120,99.95769636963696,99.995,calm
pov,POV,1066,4.492224611230751,4.492224611230751,1.0,60.0,118,99.95008,99.995,calm
random,Random,1066,2.778441822198629,2.980149007449936,0.931,60.0,98,99.96721697099892,99.995,calm
twap,TWAP,1066,2.84554227711401,2.84554227711401,1.0,57.5,20,99.966546,99.995,calm
vwap,VWAP,1066,3.492274613730169,3.492274613730169,1.0,57.5,20,99.960079,99.995,calm
ac,Almgren-Chriss,1067,1.0075496225196947,1.0075496225196947,1.0,57.5,20,99.994924,100.005,calm
heuristic,Heuristic,1067,5.940244435367799,6.403079846006937,0.8939,60.0,120,99.9455945855241,100.005,calm
pov,POV,1067,4.045497725114323,4.045497725114323,1.0,55.0,108,99.964543,100.005,calm
random,Random,1067,4.714364281785247,4.714364281785247,1.0,53.5,89,99.957854,100.005,calm
twap,TWAP,1067,4.434178291085542,4.434178291085542,1.0,57.5,20,99.960656,100.005,calm
vwap,VWAP,1067,4.813959302035609,4.813959302035609,1.0,57.5,20,99.956858,100.005,calm
ac,Almgren-Chriss,1068,5.594220288984793,5.594220288984793,1.0,57.5,20,99.94905500000002,100.005,calm
heuristic,Heuristic,1068,4.272645099670242,4.598570071497999,0.899,60.0,120,99.96227141268076,100.005,calm
pov,POV,1068,5.047947602619139,5.047947602619139,1.0,54.0,104,99.954518,100.005,calm
random,Random,1068,5.283235838207639,5.283235838207639,1.0,50.5,86,99.952165,100.005,calm
twap,TWAP,1068,4.987450627468304,4.987450627468304,1.0,57.5,20,99.955123,100.005,calm
vwap,VWAP,1068,4.868556572171584,4.868556572171584,1.0,57.5,20,99.956312,100.005,calm
ac,Almgren-Chriss,1069,4.138879168124097,4.138879168124097,1.0,57.5,20,99.973605,100.015,calm
heuristic,Heuristic,1069,3.5748827619984573,3.961505774134526,0.895,60.0,120,99.97924581005589,100.015,calm
pov,POV,1069,4.183572464130072,4.183572464130072,1.0,57.0,110,99.973158,100.015,calm
random,Random,1069,5.434884767284904,5.434884767284904,1.0,47.5,83,99.960643,100.015,calm
twap,TWAP,1069,2.2439634054894704,2.2439634054894704,1.0,57.5,20,99.992557,100.015,calm
vwap,VWAP,1069,2.9396590511421303,2.9396590511421303,1.0,57.5,20,99.985599,100.015,calm
ac,Almgren-Chriss,1070,4.527126356318567,4.527126356318567,1.0,57.5,20,99.949731,99.995,calm
heuristic,Heuristic,1070,5.095649153355007,5.48117405870341,0.8989,60.0,120,99.94404605629104,99.995,calm
pov,POV,1070,5.684184209210454,5.684184209210454,1.0,58.0,113,99.938161,99.995,calm
random,Random,1070,5.445772288614242,5.445772288614242,1.0,59.0,101,99.940545,99.995,calm
twap,TWAP,1070,5.271763588180151,5.271763588180151,1.0,57.5,20,99.942285,99.995,calm
vwap,VWAP,1070,5.927796389819273,5.927796389819273,1.0,57.5,20,99.935725,99.995,calm
ac,Almgren-Chriss,1071,5.288635568221147,5.288635568221147,1.0,57.5,20,99.952111,100.005,calm
heuristic,Heuristic,1071,3.3044526992995853,3.6644167791611055,0.9095,60.0,120,99.97195382078066,100.005,calm
pov,POV,1071,3.6956152192385465,3.6956152192385465,1.0,57.0,112,99.968042,100.005,calm
random,Random,1071,4.969056878334558,5.012549372529979,0.9904,60.0,97,99.9553069466882,100.005,calm
twap,TWAP,1071,4.682165891705103,4.682165891705103,1.0,57.5,20,99.958176,100.005,calm
vwap,VWAP,1071,4.240087995599699,4.240087995599699,1.0,57.5,20,99.962597,100.005,calm
ac,Almgren-Chriss,1072,3.1392291156323755,3.1392291156323755,1.0,57.5,20,99.983603,100.015,calm
heuristic,Heuristic,1072,2.0991332536331417,2.2903564465343997,0.906,60.0,120,99.9940055187638,100.015,calm
pov,POV,1072,4.825776133579177,4.825776133579177,1.0,60.0,117,99.966735,100.015,calm
random,Random,1072,6.579013148027723,6.579013148027723,1.0,57.5,95,99.9492,100.015,calm
twap,TWAP,1072,2.9646553017041826,2.9646553017041826,1.0,57.5,20,99.985349,100.015,calm
vwap,VWAP,1072,3.5285707143925853,3.5285707143925853,1.0,57.5,20,99.979709,100.015,calm
ac,Almgren-Chriss,1073,4.88904445222324,4.88904445222324,1.0,57.5,20,99.946112,99.995,calm
heuristic,Heuristic,1073,3.349734826435071,3.773488674434467,0.9014,60.0,120,99.96150432660306,99.995,calm
pov,POV,1073,3.1862593129664543,3.1862593129664543,1.0,60.0,116,99.963139,99.995,calm
random,Random,1073,3.255662783138458,3.255662783138458,1.0,58.0,95,99.962445,99.995,calm
twap,TWAP,1073,2.436021801090456,2.436021801090456,1.0,57.5,20,99.970641,99.995,calm
vwap,VWAP,1073,1.3463673183651643,1.3463673183651643,1.0,57.5,20,99.981537,99.995,calm
ac,Almgren-Chriss,1074,4.315915795788986,4.315915795788986,1.0,57.5,20,99.951843,99.995,calm
heuristic,Heuristic,1074,3.368830492004143,3.874893744687537,0.8954,60.0,120,99.9613133794952,99.995,calm
pov,POV,1074,1.3906695334773054,1.3906695334773054,1.0,54.0,105,99.981094,99.995,calm
random,Random,1074,4.698572590967056,4.873243662182701,0.9625,60.0,98,99.94801662337665,99.995,calm
twap,TWAP,1074,6.902945147256801,6.902945147256801,1.0,57.5,20,99.925974,99.995,calm
vwap,VWAP,1074,0.306915345766875,0.306915345766875,1.0,57.5,20,99.991931,99.995,calm
ac,Almgren-Chriss,1075,2.355553332999918,2.355553332999918,1.0,57.5,20,99.961448,99.985,calm
heuristic,Heuristic,1075,4.3278449555707805,4.876131419713766,0.9097,60.0,120,99.94172804221172,99.985,calm
pov,POV,1075,2.038605790868793,2.038605790868793,1.0,55.0,105,99.964617,99.985,calm
random,Random,1075,5.056559203889431,5.626543981597746,0.8611,60.0,95,99.93444199279992,99.985,calm
twap,TWAP,1075,3.403610541580777,3.403610541580777,1.0,57.5,20,99.950969,99.985,calm
vwap,VWAP,1075,4.595589338400813,4.595589338400813,1.0,57.5,20,99.939051,99.985,calm
ac,Almgren-Chriss,1076,7.517424128793185,7.517424128793185,1.0,57.5,20,99.929822,100.005,calm
heuristic,Heuristic,1076,4.818692990947319,5.30233488325673,0.9005,60.0,120,99.95681066074404,100.005,calm
pov,POV,1076,2.73276336183279,2.73276336183279,1.0,53.0,105,99.977671,100.005,calm
random,Random,1076,4.392950979725244,4.6655667216645895,0.9342,60.0,93,99.96106829372728,100.005,calm
twap,TWAP,1076,2.996950152492876,2.996950152492876,1.0,57.5,20,99.975029,100.005,calm
vwap,VWAP,1076,5.001549922503878,5.001549922503878,1.0,57.5,20,99.954982,100.005,calm
ac,Almgren-Chriss,1077,2.3489825508719093,2.3489825508719093,1.0,57.5,20,99.981509,100.005,calm
heuristic,Heuristic,1077,4.4023129240008965,4.759162041898729,0.908,60.0,120,99.96097466960352,100.005,calm
pov,POV,1077,4.2617869106550925,4.2617869106550925,1.0,52.0,102,99.96238,100.005,calm
random,Random,1077,3.6195190240480817,3.6195190240480817,1.0,55.5,84,99.968803,100.005,calm
twap,TWAP,1077,1.4671266436669552,1.4671266436669552,1.0,57.5,20,99.990328,100.005,calm
vwap,VWAP,1077,4.634068296584883,4.634068296584883,1.0,57.5,20,99.958657,100.005,calm
ac,Almgren-Chriss,1078,5.08095404770282,5.08095404770282,1.0,57.5,20,99.944193,99.995,calm
heuristic,Heuristic,1078,4.001798943183078,4.420621031052434,0.9069,60.0,120,99.95498401146764,99.995,calm
pov,POV,1078,5.101955097754142,5.101955097754142,1.0,57.5,112,99.943983,99.995,calm
random,Random,1078,6.269813490674868,6.269813490674868,1.0,53.0,84,99.932305,99.995,calm
twap,TWAP,1078,4.585929296464457,4.585929296464457,1.0,57.5,20,99.949143,99.995,calm
vwap,VWAP,1078,4.392519625980822,4.392519625980822,1.0,57.5,20,99.951077,99.995,calm
ac,Almgren-Chriss,1079,3.613980699034125,3.613980699034125,1.0,57.5,20,99.958862,99.995,calm
heuristic,Heuristic,1079,3.630301997028167,3.953797689885228,0.913,60.0,120,99.95869879518072,99.995,calm
pov,POV,1079,5.682084104205504,5.682084104205504,1.0,60.0,114,99.938182,99.995,calm
random,Random,1079,5.216660833040991,5.216660833040991,1.0,52.0,85,99.942836,99.995,calm
twap,TWAP,1079,5.139656982849165,5.139656982849165,1.0,57.5,20,99.943606,99.995,calm
vwap,VWAP,1079,4.56312815640863,4.56312815640863,1.0,57.5,20,99.949371,99.995,calm
ac,Almgren-Chriss,1080,4.315415770787634,4.315415770787634,1.0,57.5,20,99.951848,99.995,calm
heuristic,Heuristic,1080,2.409828041719848,2.848242412121674,0.8993,60.0,120,99.97090292449684,99.995,calm
pov,POV,1080,1.9366968348426503,1.9366968348426503,1.0,53.0,104,99.975634,99.995,calm
random,Random,1080,4.046702335117134,4.046702335117134,1.0,52.5,87,99.954535,99.995,calm
twap,TWAP,1080,3.180859042952945,3.180859042952945,1.0,57.5,20,99.963193,99.995,calm
vwap,VWAP,1080,3.038651932597197,3.038651932597197,1.0,57.5,20,99.964615,99.995,calm
ac,Almgren-Chriss,1081,3.802590129506964,3.802590129506964,1.0,57.5,20,99.956976,99.995,calm
heuristic,Heuristic,1081,3.85510272973068,4.192609630481431,0.9053,60.0,120,99.95645090025404,99.995,calm
pov,POV,1081,4.499324966249221,4.499324966249221,1.0,58.5,115,99.950009,99.995,calm
random,Random,1081,2.635031751586686,2.635031751586686,1.0,51.5,86,99.968651,99.995,calm
